	Title	Movie Url	Year	Certificate	Genre	Runtime	Metascore	Rating	Description	Director	Stars	Votes	Gross	Movie Poster
2523	The Necessary Death of Charlie Countryman	https://www.imdb.com/title/tt1196948/	2013	M18	['Action', ' Comedy', ' Drama']	103.0	31.0	6.3	While travelling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.	Fredrik Bond	['Shia LaBeouf', 'Evan Rachel Wood', 'Mads Mikkelsen', 'Til Schweiger']	29074.0	10000.0	https://m.media-amazon.com/images/M/MV5BMjA3MTcyNjk3NF5BMl5BanBnXkFtZTgwNjkzNzUzMDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2524	The Zero Theorem	https://www.imdb.com/title/tt2333804/	2013	M18	['Comedy', ' Drama', ' Fantasy']	107.0	50.0	6.0	A hugely talented but socially isolated computer operator is tasked by Management to prove the Zero Theorem: that the universe ends as nothing, rendering life meaningless. But meaning is what he already craves.	Terry Gilliam	['Christoph Waltz', 'Lucas Hedges', 'Mélanie Thierry', 'David Thewlis']	48446.0	220000.0	https://m.media-amazon.com/images/M/MV5BMTc4NTIxMTE0OF5BMl5BanBnXkFtZTgwNTQ5NTYxMjE@._V1_UY209_CR0,0,140,209_AL_.jpg
2525	Starred Up	https://www.imdb.com/title/tt2567712/	2013	PG	['Crime', ' Drama']	106.0	81.0	7.3	Eric Love, 19, is locked up in prison. On his first day, he assaults another inmate and several guards. He's offered group therapy and his dad, an inmate as well, tries to talk sense into him. Can he be rehabilitated?	David Mackenzie	"[""Jack O'Connell"", 'Ben Mendelsohn', 'Rupert Friend', 'Sam Spruell']"	47311.0	30000.0	https://m.media-amazon.com/images/M/MV5BMTczOTY4MTg2OF5BMl5BanBnXkFtZTgwNTM2NzcxMjE@._V1_UY209_CR0,0,140,209_AL_.jpg
2526	Frances Ha	https://www.imdb.com/title/tt2347569/	2012	NC16	['Comedy', ' Drama', ' Romance']	86.0	82.0	7.4	A New York woman apprentices for a dance company and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.	Noah Baumbach	['Greta Gerwig', 'Mickey Sumner', 'Adam Driver', 'Michael Zegen']	86785.0	4059999.9999999995	https://m.media-amazon.com/images/M/MV5BOTY0NDQ2NzQ2N15BMl5BanBnXkFtZTcwMTU0OTkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
2527	Stand Up Guys	https://www.imdb.com/title/tt1389096/	2012	NC16	['Comedy', ' Crime', ' Thriller']	95.0	41.0	6.4	A pair of aging stickup men try to get the old gang back together for one last hurrah before one of the guys takes his last assignment - to kill his comrade.	Fisher Stevens	['Al Pacino', 'Christopher Walken', 'Alan Arkin', 'Julianna Margulies']	56393.0	3300000.0	https://m.media-amazon.com/images/M/MV5BMTgwNjgyOTExMV5BMl5BanBnXkFtZTcwNTIzODA1OA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2528	Kon-Tiki	https://www.imdb.com/title/tt1613750/	2012	PG13	['Action', ' Adventure', ' Biography']	118.0	62.0	7.2	Legendary explorer Thor Heyerdahl's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times.	Joachim Rønning	['Espen Sandberg', 'Pål Sverre Hagen', 'Anders Baasmo', 'Gustaf Skarsgård', 'Odd-Magnus Williamson']	50227.0	1520000.0	https://m.media-amazon.com/images/M/MV5BMjMxOTU2NzQxMF5BMl5BanBnXkFtZTcwODIwODY0OA@@._V1_UY209_CR3,0,140,209_AL_.jpg
2529	Scary Movie 5	https://www.imdb.com/title/tt0795461/	2013	NC16	['Comedy', ' Horror']	88.0	11.0	3.5	A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.	Malcolm D. Lee	['David Zucker', 'Simon Rex', 'Ashley Tisdale', 'Charlie Sheen', 'Lindsay Lohan']	73810.0	32020000.000000004	https://m.media-amazon.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg
2530	Machete Kills	https://www.imdb.com/title/tt2002718/	2013	M18	['Action', ' Crime', ' Thriller']	107.0	41.0	5.6	The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.	Robert Rodriguez	['Danny Trejo', 'Alexa PenaVega', 'Mel Gibson', 'Jessica Alba']	80358.0	8010000.0	https://m.media-amazon.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2531	God Bless America	https://www.imdb.com/title/tt1912398/	2011	R	['Action', ' Comedy', ' Crime']	105.0	56.0	7.1	On a mission to rid society of its most repellent citizens, terminally ill Frank makes an unlikely accomplice in 16-year-old Roxy.	Bobcat Goldthwait	['Joel Murray', 'Tara Lynne Barr', 'Mackenzie Brooke Smith', 'Melinda Page Hamilton']	70876.0	120000.0	https://m.media-amazon.com/images/M/MV5BZjcxMzk1OWMtZjIzNC00ZTYzLWFmNDktMWM2YWQ5NGI3ODU2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_UX140_CR0,0,140,209_AL_.jpg
2532	Iron Sky	https://www.imdb.com/title/tt1034314/	2012	NC16	['Action', ' Adventure', ' Comedy']	93.0	60.53288543140028	5.9	The Nazis set up a secret base on the dark side of the moon in 1945 where they hide out and plan to return to power in 2018.	Timo Vuorensola	['Julia Dietze', 'Christopher Kirby', 'Götz Otto', 'Udo Kier']	95153.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BMTM2MDg5MzgxNF5BMl5BanBnXkFtZTcwODUzNjMxOA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2533	The Purge	https://www.imdb.com/title/tt2184339/	2013	NC16	['Horror', ' Sci-Fi', ' Thriller']	85.0	41.0	5.7	A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.	James DeMonaco	['Ethan Hawke', 'Lena Headey', 'Max Burkholder', 'Adelaide Kane']	229241.0	64470000.0	https://m.media-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
2534	Coherence	https://www.imdb.com/title/tt2866360/	2013	PG	['Drama', ' Mystery', ' Sci-Fi']	89.0	65.0	7.2	Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.	James Ward Byrkit	['Emily Baldoni', 'Maury Sterling', 'Nicholas Brendon', 'Elizabeth Gracen']	133919.0	70000.0	https://m.media-amazon.com/images/M/MV5BNzQ3ODUzNDY2M15BMl5BanBnXkFtZTgwNzg0ODY2MTE@._V1_UY209_CR0,0,140,209_AL_.jpg
2535	The Colony	https://www.imdb.com/title/tt1160996/	2013	M18	['Action', ' Horror', ' Sci-Fi']	95.0	28.0	5.3	Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.	Jeff Renfroe	['Kevin Zegers', 'Laurence Fishburne', 'Bill Paxton', 'Charlotte Sullivan']	46091.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
2536	De rouille et d'os	https://www.imdb.com/title/tt2053425/	2012	M18	['Drama', ' Romance']	120.0	73.0	7.4	Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.	Jacques Audiard	['Marion Cotillard', 'Matthias Schoenaerts', 'Armand Verdure', 'Céline Sallette']	68645.0	2060000.0	https://m.media-amazon.com/images/M/MV5BYTUwNTljNjYtMjFhZi00ZGE5LThmMWEtYzQ3YmY2ZWNiZTU1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg
2537	The Act of Killing	https://www.imdb.com/title/tt2375605/	2012	NC16	['Documentary', ' Biography', ' Crime']	117.0	91.0	8.2	A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.	Joshua Oppenheimer	['Anonymous', 'Christine Cynn', 'Anwar Congo', 'Herman Koto', 'Syamsul Arifin', 'Ibrahim Sinik']	39163.0	490000.0	https://m.media-amazon.com/images/M/MV5BNmZjMDgyMDgtYWI4OS00YjZkLWEyODktNzE0MmViOTFjMDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY209_CR0,0,140,209_AL_.jpg
2538	The Kings of Summer	https://www.imdb.com/title/tt2179116/	2013	NC16	['Adventure', ' Comedy', ' Drama']	95.0	61.0	7.1	Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.	Jordan Vogt-Roberts	['Nick Robinson', 'Gabriel Basso', 'Moises Arias', 'Nick Offerman']	82665.0	1290000.0	https://m.media-amazon.com/images/M/MV5BMTc3ODA1NTI0MV5BMl5BanBnXkFtZTcwOTE4OTUzOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2539	Seeking a Friend for the End of the World	https://www.imdb.com/title/tt1307068/	2012	NC16	['Adventure', ' Comedy', ' Drama']	101.0	59.0	6.7	As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.	Lorene Scafaria	['Steve Carell', 'Keira Knightley', 'Melanie Lynskey', 'Patton Oswalt']	116438.0	6620000.0	https://m.media-amazon.com/images/M/MV5BMTk4MDQ1NzE3N15BMl5BanBnXkFtZTcwMjA0MDkzNw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2540	Step Up Revolution	https://www.imdb.com/title/tt1800741/	2012	PG	['Drama', ' Music', ' Romance']	99.0	43.0	6.4	Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.	Scott Speer	['Kathryn McCormick', 'Ryan Guzman', 'Cleopatra Coleman', 'Misha Gabriel Hamilton']	57047.0	35070000.0	https://m.media-amazon.com/images/M/MV5BMjg1NjgyOTM2OF5BMl5BanBnXkFtZTcwMDIxMDE2Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2541	Fire with Fire	https://www.imdb.com/title/tt1925431/	2012	M18	['Action', ' Thriller']	97.0	60.53288543140028	5.6	A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him.	David Barrett	"['Josh Duhamel', 'Bruce Willis', 'Rosario Dawson', ""Vincent D'Onofrio""]"	27019.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BMTAyOTc4OTg2MzJeQTJeQWpwZ15BbWU3MDk0NzgyNzg@._V1_UY209_CR3,0,140,209_AL_.jpg
2542	Hummingbird	https://www.imdb.com/title/tt1893256/	2013	M18	['Action', ' Crime', ' Drama']	100.0	43.0	6.2	A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.	Steven Knight	['Jason Statham', 'Agata Buzek', 'Vicky McClure', 'Benedict Wong']	74098.0	30000.0	https://m.media-amazon.com/images/M/MV5BMjI0ODc3NjI4NV5BMl5BanBnXkFtZTcwOTc3MzI1OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2543	The Raven	https://www.imdb.com/title/tt1486192/	2012	M18	['Crime', ' Mystery', ' Thriller']	110.0	44.0	6.4	When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.	James McTeigue	['John Cusack', 'Alice Eve', 'Luke Evans', 'Brendan Gleeson']	86708.0	16010000.000000002	https://m.media-amazon.com/images/M/MV5BNTU4OGY5MjYtNTg5Zi00NGEyLTlhYTgtMTU3NzBmYmMzYWU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR2,0,140,209_AL_.jpg
2544	Safe	https://www.imdb.com/title/tt1656190/	2012	NC16	['Action', ' Crime', ' Thriller']	94.0	55.0	6.5	Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.	Boaz Yakin	['Jason Statham', 'Catherine Chan', 'Chris Sarandon', 'Robert John Burke']	112959.0	17140000.0	https://m.media-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg
2545	A Good Day to Die Hard	https://www.imdb.com/title/tt1606378/	2013	NC16	['Action', ' Thriller']	98.0	28.0	5.2	John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.	John Moore	['Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Mary Elizabeth Winstead']	210243.0	67350000.0	https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2546	Paranoia	https://www.imdb.com/title/tt1413495/	2013	PG13	['Drama', ' Thriller']	106.0	32.0	5.6	An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.	Robert Luketic	['Liam Hemsworth', 'Gary Oldman', 'Harrison Ford', 'Amber Heard']	38476.0	7380000.0	https://m.media-amazon.com/images/M/MV5BMTUyNjYwMTYwM15BMl5BanBnXkFtZTcwNDA4NTc2OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2547	Gone	https://www.imdb.com/title/tt1838544/	2012	PG13	['Action', ' Adventure', ' Mystery']	94.0	36.0	5.9	A woman is convinced her kidnapper has returned when her sister goes missing.	Heitor Dhalia	['Amanda Seyfried', 'Jennifer Carpenter', 'Wes Bentley', 'Daniel Sunjata']	45119.0	11650000.0	https://m.media-amazon.com/images/M/MV5BMTgzMTEyOTgyOF5BMl5BanBnXkFtZTcwOTY1ODkxNw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2548	The Call	https://www.imdb.com/title/tt1911644/	2013	NC16	['Drama', ' Thriller']	96.0	51.0	6.7	When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.	Brad Anderson	['Halle Berry', 'Evie Thompson', 'Abigail Breslin', 'Morris Chestnut']	125455.0	51870000.0	https://m.media-amazon.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2549	Piranha 3DD	https://www.imdb.com/title/tt1714203/	2012	M18	['Comedy', ' Horror', ' Sci-Fi']	83.0	24.0	3.8	After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.	John Gulager	['Danielle Panabaker', 'Ving Rhames', 'David Hasselhoff', 'Matt Bush']	43813.0	380000.0	https://m.media-amazon.com/images/M/MV5BMjAzMzY4NTk0M15BMl5BanBnXkFtZTcwMDA4ODU3Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2550	Behind the Candelabra	https://www.imdb.com/title/tt1291580/	2013	R21	['Biography', ' Drama', ' Music']	118.0	60.53288543140028	7.0	A chronicle of the tempestuous six-year romance between megastar singer Liberace and his young lover Scott Thorson.	Steven Soderbergh	['Michael Douglas', 'Matt Damon', 'Scott Bakula', 'Eric Zuckerman']	44294.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BMTg0OTY2OTM0OF5BMl5BanBnXkFtZTcwMTk4OTQ1OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2551	The Family	https://www.imdb.com/title/tt2404311/	2013	M18	['Comedy', ' Crime', ' Thriller']	111.0	42.0	6.3	The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard.	Luc Besson	"['Robert De Niro', 'Michelle Pfeiffer', 'Dianna Agron', ""John D'Leo""]"	119038.0	36920000.0	https://m.media-amazon.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
2552	Jodorowsky's Dune	https://www.imdb.com/title/tt1935156/	2013	NC16	['Documentary']	90.0	79.0	8.0	The story of cult film director Alejandro Jodorowsky's ambitious but ultimately doomed film adaptation of the seminal science fiction novel.	Frank Pavich	['Alejandro Jodorowsky', 'Michel Seydoux', 'H.R. Giger', 'Chris Foss']	25876.0	650000.0	https://m.media-amazon.com/images/M/MV5BMTU0MzcxMTAxMl5BMl5BanBnXkFtZTgwODMyMTIxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg
2553	The Incredible Burt Wonderstone	https://www.imdb.com/title/tt0790628/	2013	PG13	['Comedy']	100.0	44.0	5.9	"A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder."	Don Scardino	['Steve Carell', 'Luke Vanek', 'Steve Buscemi', 'Mason Cook']	74705.0	22530000.0	https://m.media-amazon.com/images/M/MV5BMTk3MDkxMDAyN15BMl5BanBnXkFtZTcwODY5NzQyOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2554	The Possession	https://www.imdb.com/title/tt0431021/	2012	PG13	['Horror', ' Mystery', ' Thriller']	92.0	45.0	5.9	A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.	Ole Bornedal	['Natasha Calis', 'Jeffrey Dean Morgan', 'Kyra Sedgwick', 'Madison Davenport']	61356.0	49130000.0	https://m.media-amazon.com/images/M/MV5BMTc0NTcxMDU0MV5BMl5BanBnXkFtZTcwNTgwMzExOA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2555	Dark Skies	https://www.imdb.com/title/tt2387433/	2013	PG13	['Horror', ' Sci-Fi', ' Thriller']	97.0	50.0	6.3	As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars.	Scott Stewart	['Keri Russell', 'Jake Brennan', 'Josh Hamilton', 'Dakota Goyo']	77315.0	17410000.0	https://m.media-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2556	The Frozen Ground	https://www.imdb.com/title/tt2005374/	2013	NC16	['Crime', ' Drama', ' Thriller']	105.0	37.0	6.4	An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.	Scott Walker	['Nicolas Cage', 'Vanessa Hudgens', 'John Cusack', 'Dean Norris']	64686.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BYzM3Mjc1ZDItMTE1OC00ODk0LWFmZjctYzgxZmYwNzliMTdkXkEyXkFqcGdeQXVyMTAxNDE3MTE5._V1_UY209_CR0,0,140,209_AL_.jpg
2557	The ABCs of Death	https://www.imdb.com/title/tt1935896/	2012	M18	['Comedy', ' Horror']	129.0	43.0	4.7	A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.	Kaare Andrews	['Angela Bettis', 'Hélène Cattet', 'Ernesto Díaz Espinoza', 'Jason Eisener', 'Bruno Forzani', 'Adrian Garcia Bogliano', 'Xavier Gens', 'Jorge Michel Grau', 'Lee Hardcastle', 'Noboru Iguchi', 'Thomas Cappelen Malling', 'Anders Morgenthaler', 'Yoshihiro Nishimura', 'Banjong Pisanthanakun', 'Simon Rumley', 'Marcel Sarmiento', 'Jon Schnepp', 'Srdjan Spasojevic', 'Timo Tjahjanto', 'Andrew Traucki', 'Nacho Vigalondo', 'Jake West', 'Ti West', 'Ben Wheatley', 'Adam Wingard', 'Yûdai Yamaguchi', 'Ingrid Bolsø Berdal', 'Iván González', 'Kyra Zagorsky', 'Lucy Clements']	19792.0	20000.0	https://m.media-amazon.com/images/M/MV5BMjIzNTA0OTIxNV5BMl5BanBnXkFtZTcwMzA3MTM2Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2558	La vie d'Adèle	https://www.imdb.com/title/tt2278871/	2013	R21	['Drama', ' Romance']	180.0	90.0	7.7	Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.	Abdellatif Kechiche	['Léa Seydoux', 'Adèle Exarchopoulos', 'Salim Kechiouche', 'Aurélien Recoing']	156229.0	2200000.0	https://m.media-amazon.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@._V1_UY209_CR0,0,140,209_AL_.jpg
2559	Odd Thomas	https://www.imdb.com/title/tt1767354/	2013	PG13	['Comedy', ' Fantasy', ' Horror']	100.0	45.0	6.8	In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.	Stephen Sommers	['Anton Yelchin', 'Ashley Sommers', 'Leonor Varela', 'Matthew Page']	54894.0	65274579.405366205	https://m.media-amazon.com/images/M/MV5BMjI1MDE2NjI1OV5BMl5BanBnXkFtZTgwMzEyMTMxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg
2560	Killing Season	https://www.imdb.com/title/tt1480295/	2013	NC16	['Action', ' Drama', ' Thriller']	91.0	25.0	5.4	Two veterans of the Bosnian War, one American, one Serbian, find their unlikely friendship tested when one of them reveals their true intentions.	Mark Steven Johnson	['Robert De Niro', 'John Travolta', 'Milo Ventimiglia', 'Liz Olin']	38017.0	30000.0	https://m.media-amazon.com/images/M/MV5BOTQ2MzA3MTk3MV5BMl5BanBnXkFtZTcwMDM5ODk2OQ@@._V1_UY209_CR1,0,140,209_AL_.jpg
2561	No se aceptan devoluciones	https://www.imdb.com/title/tt2378281/	2013	PG13	['Comedy', ' Drama']	115.0	55.0	7.5	A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.	Eugenio Derbez	['Eugenio Derbez', 'Karla Souza', 'Jessica Lindsey', 'Loreto Peralta']	31631.0	44470000.0	https://m.media-amazon.com/images/M/MV5BMTUyNjI3ODI0N15BMl5BanBnXkFtZTcwMTQ1NTY5OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2562	On the Road	https://www.imdb.com/title/tt0337692/	2012	R21	['Adventure', ' Drama', ' Romance']	124.0	56.0	6.0	Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.	Walter Salles	['Sam Riley', 'Garrett Hedlund', 'Kristen Stewart', 'Amy Adams']	42480.0	720000.0	https://m.media-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2563	Elysium	https://www.imdb.com/title/tt1535108/	2013	NC16	['Action', ' Drama', ' Sci-Fi']	109.0	61.0	6.6	In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.	Neill Blomkamp	['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga']	455192.0	93050000.0	https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2564	Upside Down	https://www.imdb.com/title/tt1374992/	2012	PG	['Drama', ' Fantasy', ' Romance']	109.0	45.0	6.3	Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love.	Juan Solanas	['Jim Sturgess', 'Kirsten Dunst', 'Timothy Spall', 'Blu Mankuma']	72767.0	100000.0	https://m.media-amazon.com/images/M/MV5BMTgzNzM4ODMwNV5BMl5BanBnXkFtZTcwNDU1MzEwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
2565	Bullet to the Head	https://www.imdb.com/title/tt1308729/	2012	NC16	['Action', ' Crime', ' Thriller']	92.0	48.0	5.7	After watching their respective partners die, a New Orleans hitman and a Washington, D.C. detective form an alliance in order to bring down their common enemy.	Walter Hill	['Sylvester Stallone', 'Jason Momoa', 'Christian Slater', 'Sung Kang']	50974.0	9480000.0	https://m.media-amazon.com/images/M/MV5BMTM4NzUyMjk2NV5BMl5BanBnXkFtZTcwOTUxNDc5OA@@._V1_UY209_CR2,0,140,209_AL_.jpg
2566	Parker	https://www.imdb.com/title/tt1904996/	2013	R	['Action', ' Crime', ' Thriller']	118.0	42.0	6.2	A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.	Taylor Hackford	['Jason Statham', 'Jennifer Lopez', 'Michael Chiklis', 'Nick Nolte']	125193.0	17620000.0	https://m.media-amazon.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_UY209_CR0,0,140,209_AL_.jpg
2567	Pain & Gain	https://www.imdb.com/title/tt1980209/	2013	R21	['Action', ' Comedy', ' Crime']	129.0	45.0	6.4	A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.	Michael Bay	['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie', 'Tony Shalhoub']	221554.0	49880000.0	https://m.media-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg
2568	LOL	https://www.imdb.com/title/tt1592873/	2012	NC16	['Comedy', ' Drama', ' Romance']	97.0	60.53288543140028	4.4	As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her.	Lisa Azuelos	['Miley Cyrus', 'Douglas Booth', 'Ashley Greene', 'Demi Moore']	56990.0	50000.0	https://m.media-amazon.com/images/M/MV5BMTA0MjI5ODA3MjReQTJeQWpwZ15BbWU3MDI1NTE3Njc@._V1_UY209_CR1,0,140,209_AL_.jpg
2569	What to Expect When You're Expecting	https://www.imdb.com/title/tt1586265/	2012	PG13	['Comedy', ' Drama', ' Romance']	110.0	41.0	5.7	Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected.	Kirk Jones	['Cameron Diaz', 'Matthew Morrison', 'J. Todd Smith', 'Dennis Quaid']	74190.0	41150000.0	https://m.media-amazon.com/images/M/MV5BODYzNjI0ODUzNF5BMl5BanBnXkFtZTcwNTI1MjQ2Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg
2570	Pawn Shop Chronicles	https://www.imdb.com/title/tt1741243/	2013	R21	['Action', ' Comedy', ' Crime']	112.0	26.0	5.9	An anthology of stories involving meth addicted white supremacists, a man looking for his kidnapped wife and an Elvis impersonator.	Wayne Kramer	['Paul Walker', 'Norman Reedus', 'Elijah Wood', 'Brendan Fraser']	11648.0	0.0	https://m.media-amazon.com/images/M/MV5BMTYwMTQ3MTU0MF5BMl5BanBnXkFtZTcwMDU5NzY2OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
